created_at,id,id_str,full_text,Results,truncated,display_text_range,entities,metadata,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,,,,
Sat Apr 03 15:20:55 +0000 2021,1.37837E+18,1.37837E+18,"Juri: You’re the worst talker
Kyomo: Worst is so cool😎
😂😂
#SixTONESANN",1,FALSE,"[0, 70]","{'hashtags': [{'text': 'SixTONESANN', 'indices': [58, 70]}], 'symbols': [], 'user_mentions': [], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,"{'id': 894810424150970368, 'id_str': '894810424150970368', 'name': '🍅𝙰𝙽𝙸𝙺𝙰🍅🐯虎蛇鬼担🐍', 'screen_name': 'anika22622', 'location': 'きょもらー💓', 'description': '19✨| #TeamSixTONES💎| 櫻坂46🌸| 💙AtR\U0001f90d あんな臆病な京本が、紅白で逃げ出せずに歌ってたな。私もがんばってみよう', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 116, 'friends_count': 211, 'listed_count': 2, 'created_at': 'Tue Aug 08 06:40:04 +0000 2017', 'favourites_count': 15493, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 4818, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1373146454949203971/efWZ3ce6_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1373146454949203971/efWZ3ce6_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/894810424150970368/1615440240', 'profile_link_color': 'F58EA8', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}",,,,,FALSE,0,0,FALSE,FALSE,en,,,,
Sat Apr 03 15:20:51 +0000 2021,1.37837E+18,1.37837E+18,"RT @RAMPAMPAMS: Taiga said he have to accept that he's a second gen of celebrity, bcs otherwise he can't be a first class artist ;______;)…",1,FALSE,"[0, 139]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'RAMPAMPAMS', 'name': 'Rena 🦊🐺🐳👾 要ロス', 'id': 1039830511588241408, 'id_str': '1039830511588241408', 'indices': [3, 14]}], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,"{'id': 1220980562631880707, 'id_str': '1220980562631880707', 'name': 'RingingNow💎vote', 'screen_name': 'RingingNow', 'location': '', 'description': 'CHANGE THE ERA -201ix-Rough “xxxxxx”1/22 Imitation rain💎TrackONE -IMPACT💎4/4 #SixTONESANN💎NAVIGATOR💎NEWERA💎1ST💎on eST💎僕が僕じゃないみたいだ', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 613, 'friends_count': 1032, 'listed_count': 1, 'created_at': 'Sat Jan 25 08:03:59 +0000 2020', 'favourites_count': 3917, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 24651, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1325758166693421056/dKladVPG_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1325758166693421056/dKladVPG_normal.jpg', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}",,,,,"{'created_at': 'Sat Apr 03 15:14:32 +0000 2021', 'id': 1378365305659920384, 'id_str': '1378365305659920384', 'full_text': ""Taiga said he have to accept that he's a second gen of celebrity, bcs otherwise he can't be a first class artist ;______;) TAIGAAAAAAAAAAAAAAAAAAAA #SixTONESANN"", 'truncated': False, 'display_text_range': [0, 160], 'entities': {'hashtags': [{'text': 'SixTONESANN', 'indices': [148, 160]}], 'symbols': [], 'user_mentions': [], 'urls': []}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 1039830511588241408, 'id_str': '1039830511588241408', 'name': 'Rena 🦊🐺🐳👾 要ロス', 'screen_name': 'RAMPAMPAMS', 'location': '北斗學園', 'description': 'SixTONESは最強です。だってこの6人だから。\nTweet in bahasa Indonesia, english, 日本語、keyboard smash. (a fan account. translation archive: @oreranoneiro)\n💎🌹🍀', 'url': 'https://t.co/VvvZQ1HJZy', 'entities': {'url': {'urls': [{'url': 'https://t.co/VvvZQ1HJZy', 'expanded_url': 'https://ko-fi.com/renyaaannn', 'display_url': 'ko-fi.com/renyaaannn', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 1181, 'friends_count': 396, 'listed_count': 8, 'created_at': 'Wed Sep 12 10:58:07 +0000 2018', 'favourites_count': 13058, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 62355, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1378111688600289281/hmHt4Zoy_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1378111688600289281/hmHt4Zoy_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1039830511588241408/1616689692', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 2, 'favorite_count': 14, 'favorited': False, 'retweeted': False, 'lang': 'en'}",FALSE,2,0,FALSE,FALSE,en,,,
Sat Apr 03 15:20:49 +0000 2021,1.37837E+18,1.37837E+18,"RT @taiga123___: #SixTONESANN 

SixTONES「NEW WORLD」from 「TrackONE -IMPACT-」(2020.01.07 YOKOHAMA ARENA) https://t.co/Gd9raX5tJt @YouTubeより",1,FALSE,"[0, 137]","{'hashtags': [{'text': 'SixTONESANN', 'indices': [17, 29]}], 'symbols': [], 'user_mentions': [{'screen_name': 'taiga123___', 'name': '𝚔𝚒𝚔𝚒', 'id': 1237812065458241536, 'id_str': '1237812065458241536', 'indices': [3, 15]}, {'screen_name': 'YouTube', 'name': 'YouTube', 'id': 10228272, 'id_str': '10228272', 'indices': [127, 135]}], 'urls': [{'url': 'https://t.co/Gd9raX5tJt', 'expanded_url': 'https://youtu.be/8W_GSGtyYdc', 'display_url': 'youtu.be/8W_GSGtyYdc', 'indices': [103, 126]}]}","{'iso_language_code': 'en', 'result_type': 'recent'}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,"{'id': 739837165689933824, 'id_str': '739837165689933824', 'name': '樫野 なーガヤ （→）低浮上', 'screen_name': 'kisssssssmyft2N', 'location': '愛叫魂8.5参戦 ⏩横アリ⏩東京ドーム', 'description': 'Kis-My-Ft2/がや担よりのAll担/藤北信者/99line/SixTONES', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 421, 'friends_count': 502, 'listed_count': 2, 'created_at': 'Mon Jun 06 15:11:40 +0000 2016', 'favourites_count': 138653, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 12682, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1160968835735797760/TPUQM-hr_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1160968835735797760/TPUQM-hr_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/739837165689933824/1616752965', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}",,,,,"{'created_at': 'Sat Apr 03 15:19:54 +0000 2021', 'id': 1378366656867541000, 'id_str': '1378366656867541000', 'full_text': '#SixTONESANN \n\nSixTONES「NEW WORLD」from 「TrackONE -IMPACT-」(2020.01.07 YOKOHAMA ARENA) https://t.co/Gd9raX5tJt @YouTubeより', 'truncated': False, 'display_text_range': [0, 120], 'entities': {'hashtags': [{'text': 'SixTONESANN', 'indices': [0, 12]}], 'symbols': [], 'user_mentions': [{'screen_name': 'YouTube', 'name': 'YouTube', 'id': 10228272, 'id_str': '10228272', 'indices': [110, 118]}], 'urls': [{'url': 'https://t.co/Gd9raX5tJt', 'expanded_url': 'https://youtu.be/8W_GSGtyYdc', 'display_url': 'youtu.be/8W_GSGtyYdc', 'indices': [86, 109]}]}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 1237812065458241536, 'id_str': '1237812065458241536', 'name': '𝚔𝚒𝚔𝚒', 'screen_name': 'taiga123___', 'location': '', 'description': '大我ちゃ〜ん！かわいいね〜〜〜！！', 'url': 'https://t.co/JizsSxC7qK', 'entities': {'url': {'urls': [{'url': 'https://t.co/JizsSxC7qK', 'expanded_url': 'https://www.sixtones.jp/', 'display_url': 'sixtones.jp', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 970, 'friends_count': 62, 'listed_count': 1, 'created_at': 'Wed Mar 11 18:47:34 +0000 2020', 'favourites_count': 11173, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 5227, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1237820486328840192/-8j4dHeL_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1237820486328840192/-8j4dHeL_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1237812065458241536/1614341570', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 1, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",FALSE,1,0,FALSE,FALSE,FALSE,en,,
Sat Apr 03 15:20:47 +0000 2021,1.37837E+18,1.37837E+18,"iPhone20ｗｗｗ
#SixTONESANN",1,FALSE,"[0, 24]","{'hashtags': [{'text': 'SixTONESANN', 'indices': [12, 24]}], 'symbols': [], 'user_mentions': [], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,"{'id': 1212658379656613888, 'id_str': '1212658379656613888', 'name': '柚', 'screen_name': 'tsubaki_vote', 'location': '', 'description': 'SixTONESがすきな実況垢だけど色々RTしたりリクエストしたりしているよ。🐻担リトルストーン。', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 233, 'friends_count': 232, 'listed_count': 0, 'created_at': 'Thu Jan 02 08:54:38 +0000 2020', 'favourites_count': 689, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 18418, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1239112381009145856/PjAcbuGJ_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1239112381009145856/PjAcbuGJ_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1212658379656613888/1586700569', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}",,,,,FALSE,0,0,FALSE,FALSE,en,,,,
Sat Apr 03 15:20:46 +0000 2021,1.37837E+18,1.37837E+18,"iPhone 20wwww
 #SixTONESANN",1,FALSE,"[0, 27]","{'hashtags': [{'text': 'SixTONESANN', 'indices': [15, 27]}], 'symbols': [], 'user_mentions': [], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,"{'id': 876685402198786048, 'id_str': '876685402198786048', 'name': 'りな', 'screen_name': '009807_', 'location': '', 'description': '慎太郎くんの眉毛は煮干し/ SixTONES(リトルストーン)/SKY-HI', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 63, 'friends_count': 113, 'listed_count': 0, 'created_at': 'Mon Jun 19 06:17:42 +0000 2017', 'favourites_count': 10137, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 13301, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1255077306164367360/RF7Supl-_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1255077306164367360/RF7Supl-_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/876685402198786048/1609245455', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}",,,,,FALSE,0,0,FALSE,FALSE,en,,,,
Sat Apr 03 15:20:44 +0000 2021,1.37837E+18,1.37837E+18,iPhone20🤣 #SixTONESANN,1,FALSE,"[0, 22]","{'hashtags': [{'text': 'SixTONESANN', 'indices': [10, 22]}], 'symbols': [], 'user_mentions': [], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,"{'id': 1091388149492674560, 'id_str': '1091388149492674560', 'name': 'gen.', 'screen_name': 'm_sthkttranel', 'location': '', 'description': ""6人の幸せいっぱいの笑顔が大好きなteamSixTONESです。北斗くんのこと多めの、自由気ままなつぶやきをします。96' 。フォロー下さると嬉しいです ^^* 。無言フォロー◎ 。無言フォロー大変失礼します。たまに幅広くつぶやきます。"", 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 55, 'friends_count': 202, 'listed_count': 0, 'created_at': 'Fri Feb 01 17:29:46 +0000 2019', 'favourites_count': 4838, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 6120, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1333015565330354178/5nXNSCBs_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1333015565330354178/5nXNSCBs_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1091388149492674560/1592149985', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}",,,,,FALSE,0,0,FALSE,FALSE,en,,,,
Sat Apr 03 15:20:41 +0000 2021,1.37837E+18,1.37837E+18,"iPhone20wwwww

#SixTONESANN",1,FALSE,"[0, 27]","{'hashtags': [{'text': 'SixTONESANN', 'indices': [15, 27]}], 'symbols': [], 'user_mentions': [], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,"{'id': 2939741917, 'id_str': '2939741917', 'name': 'うに軍艦', 'screen_name': 'ngksbs', 'location': '', 'description': 'ジェシーちゃん あゝジェシーちゃん ジェシーちゃん', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 235, 'friends_count': 53, 'listed_count': 3, 'created_at': 'Mon Dec 22 16:07:46 +0000 2014', 'favourites_count': 14295, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 8282, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1378002362023899137/WTV6GcOq_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1378002362023899137/WTV6GcOq_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2939741917/1573817505', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}",,,,,FALSE,0,0,FALSE,FALSE,en,,,,
Sat Apr 03 15:20:35 +0000 2021,1.37837E+18,1.37837E+18,"iPhone20w
#SixTONESANN",1,FALSE,"[0, 22]","{'hashtags': [{'text': 'SixTONESANN', 'indices': [10, 22]}], 'symbols': [], 'user_mentions': [], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,"{'id': 1327081265162379271, 'id_str': '1327081265162379271', 'name': 'ぽんこつOL', 'screen_name': '__sxts6', 'location': '', 'description': 'アイコン(@skmr_29 様)', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 1, 'friends_count': 54, 'listed_count': 1, 'created_at': 'Fri Nov 13 02:57:03 +0000 2020', 'favourites_count': 950, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 5071, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1327113107643060224/Y-dka2jr_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1327113107643060224/Y-dka2jr_normal.jpg', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}",,,,,FALSE,0,0,FALSE,FALSE,en,,,,
Sat Apr 03 15:20:34 +0000 2021,1.37837E+18,1.37837E+18,"iPhone20wwww

#SixTONESANN",1,FALSE,"[0, 26]","{'hashtags': [{'text': 'SixTONESANN', 'indices': [14, 26]}], 'symbols': [], 'user_mentions': [], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,"{'id': 3256827380, 'id_str': '3256827380', 'name': '𝒎𝒂𝒓𝒊𝒂.', 'screen_name': 'm6jthysj6inn', 'location': '', 'description': '♢ 𝐒𝐢𝐱𝐓𝐎𝐍𝐄𝐒💎🎶 きょも💗🦇🍅よりの箱推し♢無言フォロー🆗 ♢', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 119, 'friends_count': 189, 'listed_count': 1, 'created_at': 'Fri Jun 26 16:05:12 +0000 2015', 'favourites_count': 12343, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 24162, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1260231324809363463/Q6tTXcuA_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1260231324809363463/Q6tTXcuA_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/3256827380/1584108570', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}",,,,,FALSE,0,0,FALSE,FALSE,en,,,,
Sat Apr 03 15:20:32 +0000 2021,1.37837E+18,1.37837E+18,iPhone20  #SixTONESANN,1,FALSE,"[0, 22]","{'hashtags': [{'text': 'SixTONESANN', 'indices': [10, 22]}], 'symbols': [], 'user_mentions': [], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,"{'id': 1116710670987190273, 'id_str': '1116710670987190273', 'name': '望月', 'screen_name': 'h_tone6s', 'location': '', 'description': 'リトルストーン ▼たま〜に絵描いてるアカウント ▽https://t.co/XmQFcA40qH', 'url': 'https://t.co/z7uhceRxnb', 'entities': {'url': {'urls': [{'url': 'https://t.co/z7uhceRxnb', 'expanded_url': 'https://marshmallow-qa.com/h_tone6s?utm_medium=url_text&utm_source=promotion', 'display_url': 'marshmallow-qa.com/h_tone6s?utm_m…', 'indices': [0, 23]}]}, 'description': {'urls': [{'url': 'https://t.co/XmQFcA40qH', 'expanded_url': 'https://instagram.com/ix_highma', 'display_url': 'instagram.com/ix_highma', 'indices': [25, 48]}]}}, 'protected': False, 'followers_count': 78, 'friends_count': 28, 'listed_count': 0, 'created_at': 'Fri Apr 12 14:32:26 +0000 2019', 'favourites_count': 1349, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 28713, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1363473426875224064/A7N6R7Ug_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1363473426875224064/A7N6R7Ug_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1116710670987190273/1588264907', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'translator_type': 'none'}",,,,,FALSE,0,0,FALSE,FALSE,en,,,,
